napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2013650003,33329A,1.0,NAICS_2007_Code,"Manufacturing of digital electronic prepress systems, components, and elements, including color and B/W scanners, digitizers, and recorders; other input or output devices; and digital previewers"
2013650006,33329A,1.0,NAICS_2007_Code,Manufacturing of other prepress preparatory equipment
2013650009,33329A,1.0,NAICS_2007_Code,Manufacturing of industrial etching and engraving laser systems and equipment
2013675000,33329A,1.0,NAICS_2007_Code,"Manufacturing of other printing trades machinery and equipment, including platens and typesetting machinery (excluding typewriters and justifying typewriters)"
2013700000,33329A,1.0,NAICS_2007_Code,Manufacturing of dairy and milk products plant machinery and equipment (excluding bottling and packaging)
2013700003,33329A,1.0,NAICS_2007_Code,Manufacturing of industrial machinery and equipment for treating milk and dairy products by means of a change in temperature
2013700006,33329A,1.0,NAICS_2007_Code,Manufacturing of other dairy and milk products plant machinery and equipment
2013725000,333318,1.0,NAICS_2007_Code,"Manufacturing of commercial non-electric cooking and food-warming equipment (including ranges, deep fat fryers, griddles, toasters, coffee urns, pressure cookers, etc.) (excluding parts and accessories)"
2013750000,333318,1.0,NAICS_2007_Code,"Manufacturing of commercial electric cooking and food-warming equipment (including ranges, deep fat fryers, griddles, toasters, coffee urns, pressure cookers, etc.) (excluding parts and accessories)"
2013775000,33329A,1.0,NAICS_2007_Code,Manufacturing of commercial food products slicers
2013800000,33329A,1.0,NAICS_2007_Code,"Manufacturing of commercial food products choppers, grinders, cutters, dicers, and similar machines"
2013825000,33329A,1.0,NAICS_2007_Code,Manufacturing of commercial food products mixers and whippers (excluding drink mixers)
2013850000,33329A,1.0,NAICS_2007_Code,"Manufacturing of other commercial food preparation machines, including tenderizers (power-driven) (excluding packaging machinery and food cooking and warming equipment)"
2013875000,33329A,1.0,NAICS_2007_Code,"Manufacturing of industry bakery machinery and equipment, including dough mixers, dividers, molders, bake ovens, rolling machines, and other industrial bakery machinery and equipment"
2013900000,33329A,1.0,NAICS_2007_Code,"Manufacturing of other industrial food and feed machinery, including presses, crushers, freezing and rapid chilling machines, driers, machines using a change in temperature to treat foods, cleaning/sorting/grading machines for seed, grain, and dried leguminous vegetables"
2013925000,33329A,1.0,NAICS_2007_Code,"Manufacturing of other industrial machinery for sorting, grading, and cleaning fruits, vegetables, and eggs, and other machinery for processing and preparing meat and poultry"
2013950000,333993,1.0,NAICS_2012_Code,"Manufacturing of cartoning, multipacking, and leaflet-coupon placing machinery (excluding parts)"
2013975000,333993,1.0,NAICS_2012_Code,"Manufacturing of thermoforming, blister, and skin machinery, including carded display machinery (excluding parts)"
2014000000,333993,1.0,NAICS_2012_Code,"Manufacturing of bagging machines (including pre-form opening, filling, and closing, modified atmosphere laminating, and form-fill-seal machines) (excluding parts)"
2014025000,333993,1.0,NAICS_2012_Code,"Manufacturing of machinery for bottling, canning, cleaning, drying bottles and containers, and adhesive devices for packing, packaging, and bottling (excluding parts)"
2014050000,333993,1.0,NAICS_2012_Code,"Manufacturing of liquids and dry viscous products filling machinery, including by count machinery (excluding bags and parts)"
2014075000,333993,1.0,NAICS_2012_Code,"Manufacturing of glass and plastics container and can capping, sealing, and lidding machinery (excluding filling, bottling, and canning machinery, and parts)"
2014100000,333993,1.0,NAICS_2012_Code,Manufacturing of labeling machinery (all types of applications and methods) (excluding parts)
2014125000,333993,1.0,NAICS_2012_Code,"Manufacturing of coding, dating, imprinting, jet printing, marking, and stamping machinery (excluding parts)"
2014150000,333993,1.0,NAICS_2012_Code,"Manufacturing of corrugated and solid fibre case and tray forming, loading, and sealing machinery (excluding parts)"
2014175000,333993,1.0,NAICS_2012_Code,"Manufacturing of accumulating, collating, feeding, and unscrambling machinery, including testing, inspecting, detecting, checkweighing, and other quality control devices (excluding parts)"
2014200000,333993,1.0,NAICS_2012_Code,"Manufacturing of paper, film, and foil wrapping machines, all types (excluding parts)"
2014225000,333993,1.0,NAICS_2012_Code,"Manufacturing of all other miscellaneous packing, packaging, and bottling machinery or systems and combination of equipment (excluding parts)"
2014250000,33329A,1.0,NAICS_2007_Code,"Manufacturing of chemical manufacturing mixing, kneading, crushing, grinding, sifting, homogenizing (excluding dairy), emulsifying, or stirring machines"
2014275000,33329A,1.0,NAICS_2007_Code,Manufacturing of other chemical manufacturing machines and equipment
2014275003,33329A,1.0,NAICS_2007_Code,"Manufacturing of chemical manufacturing distilling, rectifying, and fractionating machinery and equipment"
2014275006,33329A,1.0,NAICS_2007_Code,Manufacturing of chemical manufacturing heat exchange units
2014275009,33329A,1.0,NAICS_2007_Code,Manufacturing of chemical manufacturing dryers
2014275012,33329A,1.0,NAICS_2007_Code,Manufacturing of chemical manufacturing gas or air liquefying machinery
2014275015,33329A,1.0,NAICS_2007_Code,Manufacturing of other chemical manufacturing machines and equipment
2014300000,33329A,1.0,NAICS_2007_Code,"Manufacturing of stone, clay, and glass working machinery"
2014300003,33329A,1.0,NAICS_2007_Code,"Manufacturing of sawing machines for working stone, ceramics, and similar materials (including glass), excluding parts"
2014300006,33329A,1.0,NAICS_2007_Code,"Manufacturing of grinding or polishing machines for glass working and working stone, ceramics, or similar materials,  excluding parts"
2014300009,33329A,1.0,NAICS_2007_Code,"Manufacturing of other special industry glass working machines, excluding parts"
2014300012,33329A,1.0,NAICS_2007_Code,"Manufacturing of other special industry machines for working stone, ceramics, and similar materials, excluding glass and parts"
2014300015,33329A,1.0,NAICS_2007_Code,"Manufacturing of clay products forming equipment (brick, tile, ceramic), excluding parts"
2014300018,33329A,1.0,NAICS_2007_Code,"Manufacturing of concrete block and other forming equipment, excluding parts"
2014300021,33329A,1.0,NAICS_2007_Code,"Manufacturing of cement making machinery, excluding parts"
2014325000,33329A,1.0,NAICS_2007_Code,"Manufacturing of glassmaking machinery and equipment, including machines for hot working glass or glassware, excluding parts"
2014350000,33329A,1.0,NAICS_2007_Code,"Manufacturing of foundry machinery and equipment, excluding patterns and molds"
2014350003,33329A,1.0,NAICS_2007_Code,"Manufacturing of foundry pouring equipment, including ladles, crucibles, and pouring machines"
2014350006,33329A,1.0,NAICS_2007_Code,Manufacturing of foundry molding and core-making machines
2014350009,33329A,1.0,NAICS_2007_Code,"Manufacturing of foundry casting machines, excluding die casting machines, patterns, and molds"
2014350012,33329A,1.0,NAICS_2007_Code,"Manufacturing of foundry blast cleaning machines (hydraulic, pneumatic, and airless)"
2014350015,33329A,1.0,NAICS_2007_Code,"Manufacturing of other foundry machinery and equipment (including converters), excluding patterns and molds"
2014375000,33329A,1.0,NAICS_2007_Code,"Manufacturing of through-hole printed circuit board manufacturing machinery, excluding parts and testing"
2014400000,33329A,1.0,NAICS_2007_Code,"Manufacturing of other printed circuit board manufacturing machinery and equipment (including surface mount machinery), excluding parts and testing"
2014400003,33329A,1.0,NAICS_2007_Code,"Manufacturing of surface mount printed circuit board manufacturing machinery, excluding testing"
2014400006,33329A,1.0,NAICS_2007_Code,"Manufacturing of other printed circuit board manufacturing machinery and equipment, excluding testing"
2014425000,33329A,1.0,NAICS_2007_Code,Manufacturing of other special industry machinery and equipment
2014425003,33329A,1.0,NAICS_2007_Code,"Manufacturing of petroleum refining, distilling, and fractionating machinery and equipment and heat exchange units, and other petroleum refining machinery, excluding parts"
2014425006,33329A,1.0,NAICS_2007_Code,"Manufacturing of tobacco processing machinery, excluding parts"
2014425009,33329A,1.0,NAICS_2007_Code,"Manufacturing of filtering and purifying machinery and apparatus for desalinization, excluding parts"
2014425012,33329A,1.0,NAICS_2007_Code,Manufacturing of laboratory distilling equipment (excluding desalinization equipment)
2014425015,33329A,1.0,NAICS_2007_Code,"Manufacturing of footwear manufacturing and repairing machinery, excluding shoe sole stitching machines"
2014425018,33329A,1.0,NAICS_2007_Code,"Manufacturing of industrial sewing machine heads (including shoe sole stitching machine heads), excluding parts"
2014425021,33329A,1.0,NAICS_2007_Code,"Manufacturing of automatic industrial sewing machinery, excluding parts"
2014425024,33329A,1.0,NAICS_2007_Code,Manufacturing of industrial sewing machine furniture
2014425027,33329A,1.0,NAICS_2007_Code,Manufacturing of machines for insulating electrical wire for cable
2014425031,33329A,1.0,NAICS_2007_Code,"Manufacturing of electric battery manufacturing machinery, excluding parts"
2014450000,33329A,1.0,NAICS_2007_Code,"Manufacturing of textile machinery (including fiber to fabric textile, hand looms, lace, embroidery, bleaching, printing, and other textile industry machinery, excluding parts, attachments, and accessories)"
2014475000,333242,1.0,NAICS_2007_Code,"Manufacturing of semiconductor wafer processing equipment, thin layer chemical and physical vapor deposition, plasma etch and other semiconductor equipment and parts"
2014475003,333242,1.0,NAICS_2007_Code,"Manufacturing of semiconductor wafer processing equipment, thin layer chemical and physical vapor deposition"
2014475006,333242,1.0,NAICS_2007_Code,"Manufacturing of semiconductor wafer processing equipment, plasma and wet etch"
2014475009,333242,1.0,NAICS_2007_Code,"Manufacturing of semiconductor wafer processing equipment, thin layer epitaxial growth deposition"
2014475012,333242,1.0,NAICS_2007_Code,"Manufacturing of semiconductor wafer processing equipment, pattern generating apparatus"
2014475015,333242,1.0,NAICS_2007_Code,"Manufacturing of ion implantation, including current and voltage ion implanters"
2014500000,33329A,1.0,NAICS_2007_Code,Manufacturing of all other miscellaneous special industry machinery
2014525000,333517,1.0,NAICS_2007_Code,Manufacturing of metal gear cutting machines
2014550000,333517,1.0,NAICS_2007_Code,"Manufacturing of metal grinding, polishing, buffing, honing, and lapping machines, excluding gear-tooth grinding, lapping, polishing, and buffing machines"
2014575000,333517,1.0,NAICS_2007_Code,Manufacturing of metal lathes (turning machines) numerically and nonnumerically controlled
2014600000,333517,1.0,NAICS_2007_Code,Manufacturing of metal milling machines (excluding machining centers)
2014625000,333517,1.0,NAICS_2007_Code,"Manufacturing of metal drilling, grinding and polishing, sawing and cut-off, and other metalworking machines for home workshops, laboratories, garages, etc. (including automotive cylinder reboring machines and lathes)"
2014650000,333517,1.0,NAICS_2007_Code,"Manufacturing of rebuilt metal cutting machine tools, and remanufactured metal cutting machine tools"
2014650003,333517,1.0,NAICS_2007_Code,Manufacturing of rebuilt metal cutting-type machine tools (including machines returned to same configuration they were in when new from factory)
2014650006,333517,1.0,NAICS_2007_Code,Manufacturing of remanufactured metal cutting-type machine tools (including machines in which the original carcass is reused and all possible modern improvements have been incorporated)
2014675000,333517,1.0,NAICS_2007_Code,Manufacturing of metal machining centers (multifunction numerically controlled machines)
2014700000,333517,1.0,NAICS_2007_Code,Manufacturing of metal station-type machines
2014725000,333517,1.0,NAICS_2007_Code,"Manufacturing of other metal cutting machine tools (excluding those designed primarily for home workshops, laboratories, garages, etc.)"
2014750000,333517,1.0,NAICS_2007_Code,Manufacturing of metal boring machines and drilling machines (excluding machining centers)
2014775000,33399A,1.0,NAICS_2012_Code,"Manufacturing of arc welding machines, components, and accessories, excluding electrodes and stud welding equipment"
2014800000,33399A,1.0,NAICS_2012_Code,"Manufacturing of resistance welders, components, accessories, and electrodes"
2014825000,33399A,1.0,NAICS_2012_Code,Manufacturing of gas welding and cutting equipment
